,0,1
0,8.770371,10.946722
1,10.18981,10.54378
2,9.254046,11.608531
3,11.209608,8.435199
4,12.090169,7.1693635
5,2.7635865,13.031162
6,2.6457622,10.476735
7,7.102405,6.944822
8,0.17718051,12.9901495
9,9.801619,9.5053425
10,9.053286,9.643902
11,5.5331125,13.032868
12,11.294903,7.750067
13,2.726914,10.522804
14,13.596459,6.7890105
15,13.270156,4.780076
16,5.6600356,12.481147
17,13.7289,5.6521173
18,8.717761,9.531103
19,8.973771,8.008621
20,13.89087,5.455751
21,8.737504,12.003072
22,7.9043784,10.780795
23,8.542449,10.900159
24,12.228254,11.211029
25,4.5095124,12.572329
26,6.9160933,7.892025
27,7.5302997,11.075252
28,2.823376,12.929479
29,4.1070237,12.865727
30,3.7983828,12.975619
31,13.332619,9.150105
32,5.733911,12.7951355
33,6.6823015,12.024879
34,1.4742857,13.200139
35,2.6757169,10.456322
36,3.326779,13.280173
37,6.5557117,7.748559
38,14.363206,5.3208547
39,10.665665,7.8703647
40,6.774543,12.248253
41,12.06414,11.099005
42,4.6584744,13.152658
43,11.009081,9.114635
44,13.741888,8.71706
45,9.3854265,9.278676
46,13.186555,5.906216
47,1.6362873,13.175469
48,13.373318,9.094405
49,11.243354,8.311012
50,12.138244,8.963913
51,13.637095,7.0083547
52,13.420754,7.6853156
53,12.105591,7.148717
54,9.698784,10.81224
55,9.1831,11.979969
56,6.9861283,12.630795
57,4.960854,13.203975
58,13.152722,6.5060635
59,9.861994,8.0488405
60,-0.045673706,13.048502
61,7.652089,11.454584
62,4.068008,12.806675
63,8.485756,9.566086
64,12.012937,11.108564
65,14.028941,5.0072484
66,13.004695,6.990436
67,10.840789,11.294036
68,13.260144,7.7801423
69,10.14154,10.390209
70,9.253909,9.59459
71,13.662589,5.8219557
72,8.778341,11.002374
73,2.4941423,13.459614
74,8.493159,11.601344
75,12.099825,11.159431
76,7.1703663,7.1628084
77,14.249997,4.905504
78,0.8206484,12.811146
79,11.350542,8.125455
80,12.348929,6.491247
81,8.965564,10.946389
82,9.72404,10.472374
83,6.875545,12.321346
84,1.9900129,12.526876
85,12.78839,9.495902
86,1.2982037,12.676512
87,9.036606,7.0167713
88,14.038226,5.561633
89,9.3413315,11.625083
90,7.2353015,11.51214
91,8.751,8.348012
92,2.305893,13.093332
93,3.9300427,13.173104
94,7.698003,10.062909
95,5.832759,11.654307
96,13.807463,5.96402
97,7.8248563,12.1070175
98,2.9923742,13.040692
99,13.7234,7.819319
100,11.616954,11.307035
101,11.966387,7.5168924
102,12.764578,9.666073
103,0.30014965,13.022991
104,4.10411,11.983985
105,10.802633,8.332801
106,12.720004,9.505662
107,13.42109,6.8258953
108,7.127499,12.513869
109,7.061013,6.736248
110,1.5642376,13.650391
111,6.822154,12.804674
112,3.987256,12.627103
113,10.569809,10.216249
114,13.683042,5.148123
115,9.397696,7.3377857
116,6.9310336,12.423424
117,6.1092997,12.631284
118,9.153941,8.764396
119,0.1349564,12.93473
120,13.788396,7.0558486
121,10.845088,7.712526
122,3.0927818,12.988743
123,10.847978,10.136409
124,5.4385757,11.802305
125,7.0029655,11.193202
126,1.3884938,12.7006445
127,11.324041,10.071666
128,8.861032,6.6849236
129,14.191155,5.7609596
130,10.4616165,9.982549
131,1.8481717,12.422494
132,14.251628,5.441683
133,12.498923,9.587335
134,11.326741,8.794868
135,7.5114775,9.075516
136,6.235341,12.577982
137,1.519585,12.473325
138,6.8161182,10.266992
139,6.776798,12.025934
140,4.598424,12.289108
141,12.651217,8.245057
142,-0.045712657,12.919096
143,12.738717,8.283302
144,6.948694,7.3536386
145,6.808753,7.2770987
146,6.297976,8.23213
147,7.2798448,11.736042
148,10.573692,8.628999
149,5.7588606,11.158554
150,12.017343,7.6287556
151,2.750869,13.356241
152,11.229929,7.4831977
153,6.484713,11.489536
154,10.011382,10.536295
155,11.509435,9.146675
156,3.7388415,12.841167
157,10.680472,10.152315
158,2.4203887,13.238655
159,3.6501043,13.408785
160,11.327423,9.610619
161,13.420393,6.351152
162,13.164156,6.8697405
163,13.065598,4.9782915
164,12.6217165,8.967905
165,7.92113,10.747086
166,2.2032835,13.489812
167,12.629651,5.559244
168,11.514854,9.617507
169,8.217461,8.827259
170,2.6815279,10.478058
171,10.233051,11.047221
172,13.120868,4.811499
173,11.837684,11.101703
174,6.9342337,11.626617
175,11.50348,9.651458
176,11.247395,9.86929
177,13.550369,5.412786
178,13.671759,7.2908764
179,14.041667,5.6914926
180,12.181775,8.82753
181,14.198778,6.3687215
182,9.829154,11.270901
183,8.033611,8.971451
184,3.8274462,12.652791
185,2.9464307,13.508426
186,12.48179,8.620812
187,6.8554444,12.563881
188,10.608802,7.9168835
189,14.399329,5.068767
190,0.17440537,12.92111
191,8.850868,9.919575
192,7.5394936,9.373189
193,10.911445,10.478197
194,6.2592015,11.071336
195,6.9298205,7.0113244
196,13.06982,6.0412545
197,6.966226,6.9547276
198,13.535588,6.8271503
199,13.798695,5.8346953
200,6.55512,7.751327
201,4.1511207,12.129504
202,7.0703692,6.651049
203,2.6807444,10.501512
204,8.992033,8.296498
205,12.171144,8.824495
206,6.7630286,11.284915
207,10.228744,9.553777
208,3.1690907,13.020738
209,11.797302,9.107564
210,10.11691,9.228889
211,7.909281,12.048821
212,13.466815,9.037656
213,10.167587,11.357675
214,9.091144,7.1424446
215,13.448494,5.5817175
216,7.2866607,12.178347
217,6.4726043,11.619242
218,10.069079,9.648176
219,13.989378,6.390111
220,11.281331,10.485687
221,8.918937,9.542033
222,10.468279,9.472034
223,8.930686,9.617277
224,2.250595,13.392551
225,1.2473079,12.88098
226,7.7306886,7.3969884
227,9.267195,7.866254
228,10.373332,11.294841
229,2.7355583,10.556409
230,11.4965315,9.309222
231,11.9251175,11.196069
232,2.2663643,12.379293
233,12.799055,8.30392
234,11.032145,10.416371
235,4.418438,13.228455
236,6.8525276,12.669622
237,10.886813,8.234218
238,10.993176,8.644828
239,14.132557,6.6154065
240,9.833927,7.9678535
241,13.436,4.8199368
242,7.16294,6.830464
243,1.3199891,12.896742
244,8.478812,9.792324
245,7.0911727,11.5421505
246,10.989135,7.763898
247,12.232202,11.140707
248,6.272387,12.297612
249,0.8131038,12.947258
250,8.149248,10.954558
251,12.544882,8.216199
252,6.1830864,12.709816
253,14.175821,5.1539884
254,11.823392,9.434274
255,11.368509,10.302448
256,13.823955,5.876928
257,3.1495957,12.340246
258,13.705995,8.867627
259,10.61404,8.237446
260,6.560288,12.091622
261,9.188238,7.831619
262,2.7231832,12.602454
263,11.195808,7.5924773
264,5.170197,12.619966
265,7.371152,11.201755
266,4.0512314,12.036471
267,13.813604,7.291808
268,7.3975844,9.09154
269,13.417151,6.010152
270,9.044124,7.9022446
271,12.942919,5.227929
272,14.3937845,5.053775
273,1.9849224,12.769467
274,11.505878,8.056225
275,0.32551444,13.041332
276,11.502294,9.382253
277,9.570558,7.9162507
278,12.562632,9.711938
279,12.807173,8.740627
280,12.089535,10.248465
281,8.000684,9.652923
282,9.555745,11.035969
283,3.0397773,13.536739
284,2.8985903,13.0979
285,8.653721,6.8571486
286,13.167253,6.377178
287,9.975724,11.169384
288,12.9681635,9.447159
289,11.408569,7.9680324
290,9.4727,7.735054
291,14.129567,5.5989513
292,6.312695,12.196555
293,14.314711,5.4995136
294,10.763403,8.970177
295,13.278041,6.9803524
296,11.867048,7.451639
297,7.9958344,10.761233
298,13.202591,6.64939
299,11.992267,11.093688
300,12.323046,7.0089316
301,11.580145,7.972494
302,12.627948,9.674823
303,7.705178,8.8754015
304,3.1219785,13.357851
305,1.567939,13.669554
306,10.553121,9.471531
307,7.067664,7.186415
308,2.1782486,12.959249
309,1.7613461,13.398921
310,12.914317,7.247881
311,4.1024203,13.263773
312,8.850976,10.835504
313,11.676058,10.452858
314,14.244919,5.8362765
315,13.456249,5.219667
316,7.8958454,9.974812
317,5.549332,11.354213
318,9.19474,8.004755
319,10.096809,10.452221
320,7.473001,9.046784
321,2.8781297,12.505749
322,12.870739,8.375437
323,2.742727,10.3988495
324,13.744245,5.0788665
325,11.677885,10.047284
326,11.0338745,10.217859
327,7.6843677,10.68577
328,14.262947,5.890785
329,6.582282,12.098744
330,14.022695,7.4067564
331,1.2431254,13.13305
332,7.4790134,7.306545
333,12.4283085,8.379009
334,6.3684616,12.064754
335,11.730786,8.066076
336,13.822775,8.542502
337,6.3626723,12.463486
338,13.291662,5.5946603
339,11.355785,9.741534
340,4.434316,12.364873
341,9.551845,10.222728
342,10.271218,10.299755
343,3.4606998,13.523526
344,11.385332,7.9764104
345,5.1435723,11.55166
346,3.6089947,12.426559
347,9.989035,8.2644205
348,5.6532497,11.448158
349,10.761453,9.470371
350,7.7879987,7.360573
351,11.091036,7.7465463
352,6.673956,7.5068192
353,9.114986,8.37393
354,8.133348,7.153229
355,3.4076498,13.5952835
356,0.28958425,13.030926
357,13.538581,6.7910156
358,10.290606,10.30911
359,6.5156717,10.769381
360,8.217841,10.837469
361,1.5578272,13.776982
362,1.4953951,13.249754
363,11.760662,10.802049
364,9.24178,8.328235
365,5.3726377,11.626488
366,6.6391315,12.904946
367,6.285856,12.502071
368,5.025473,11.673247
369,-0.020850906,12.999911
370,10.592569,8.632367
371,13.133317,8.01162
372,10.075449,9.524921
373,13.733688,6.019757
374,13.172594,5.4460106
375,13.160725,6.349776
376,14.072156,4.8510113
377,6.3653803,8.129737
378,8.630517,11.065711
379,4.037038,12.015112
380,11.310365,8.000587
381,9.995536,11.440541
382,5.913919,11.1184
383,13.910382,4.8549247
384,9.425926,9.373556
385,6.9799395,12.424072
386,4.244129,11.915241
387,3.3730457,12.695593
