,0,1
388,13.2595625,4.86317
389,6.3558025,13.063027
390,6.9385285,11.444855
391,6.5168195,7.851633
392,6.1398816,9.024038
393,7.5511913,9.052904
394,13.679908,8.335523
395,2.0485144,12.520724
396,5.088663,13.202555
397,9.509506,11.048256
398,10.353781,11.22591
399,11.916796,9.189767
400,6.2466917,11.495351
401,4.3514156,12.040938
402,7.6813,11.168878
403,8.061273,9.927226
404,9.334703,10.864628
405,13.052625,8.061939
406,6.480851,11.62605
407,8.638608,12.042513
408,12.410279,8.994925
409,1.2697246,12.679452
410,13.620833,5.601117
411,8.833367,7.2534432
412,3.9389782,12.8409195
413,12.072674,11.117777
414,12.939183,6.0544295
415,11.112871,9.634988
416,3.2276552,13.598397
417,7.894844,9.283486
418,1.6398834,12.986981
419,6.31418,12.607345
420,1.2429347,12.715025
421,7.8400664,10.524608
422,7.9948583,10.674997
423,6.596209,7.8034716
424,12.850356,9.543369
425,9.249832,7.6802197
426,13.660394,8.913759
427,8.965386,10.9416485
428,6.1880875,10.884266
429,2.9907413,12.956365
430,2.643935,13.103791
431,13.317463,7.0646987
432,6.7374864,12.679564
433,3.779122,12.99357
434,12.342776,9.840084
435,8.395453,10.980237
436,12.381803,7.029279
437,8.805245,6.72404
438,9.011512,8.772206
439,13.296023,7.1819434
440,14.2119255,4.9771
441,6.7665405,7.362635
442,6.2890506,11.351205
443,6.3231554,11.070559
444,13.062757,5.474546
445,7.833096,11.364278
446,5.6898575,11.566403
447,9.612452,7.5028257
448,7.67171,11.481414
449,7.8396397,10.494798
450,13.362752,6.2966743
451,4.190803,12.517067
452,12.485894,9.3327875
453,14.140201,5.0418506
454,0.3732037,13.059609
455,3.6626697,13.336969
456,2.1346424,12.52232
457,10.5360565,10.176205
458,9.634424,9.548059
459,3.0536869,13.5868
460,8.23705,7.6160517
461,3.7753944,13.261227
462,9.249053,10.09315
463,2.3815005,13.528142
464,0.0015274336,12.986114
465,0.066393584,13.020763
466,7.767988,8.9193735
467,13.0616,5.9049463
468,11.052317,9.58885
469,4.5256658,13.163317
470,1.3449488,12.595761
471,13.371289,8.090962
472,13.56728,8.021333
473,13.130494,7.9200525
474,8.984742,6.9712815
475,12.889813,6.961647
476,7.8429184,7.358149
477,6.517839,8.119737
478,10.942593,8.50794
479,8.636857,12.012829
480,7.2904778,12.254448
481,13.862098,6.136867
482,6.7204576,7.94936
483,10.867109,10.582083
484,12.324406,8.902862
485,6.753907,12.75913
486,8.575219,10.904824
487,6.4937825,9.146372
488,9.7163515,10.277465
489,12.621843,9.660287
490,3.4349265,13.527863
491,2.2322297,13.400204
492,14.117366,6.229957
493,2.250579,12.376187
494,8.984778,7.1644225
495,10.458896,8.263227
496,0.26394248,13.033561
497,3.8704119,12.668593
498,6.1609135,11.016297
499,7.913341,9.810055
500,7.549459,9.417289
501,12.528012,8.380839
502,12.356703,8.728575
503,4.2044654,12.881899
504,2.6626885,13.292843
505,11.370539,10.129082
506,7.8054485,8.9065275
507,13.723493,4.837418
508,8.000315,9.670818
509,6.1168637,12.588236
510,9.834572,10.65289
511,8.878417,6.6680126
512,7.648431,6.664984
513,13.352531,6.5658092
514,7.363755,6.7874875
515,12.869968,8.22751
516,4.228329,13.238597
517,12.3175745,10.575453
518,12.341031,6.963641
519,10.533232,9.195197
520,8.523075,11.684417
521,5.6652956,12.928285
522,4.889826,11.746373
523,10.489007,8.804741
524,14.131402,5.899196
525,9.30745,7.9741435
526,9.802945,10.475746
527,6.703703,12.631221
528,11.1208725,11.117573
529,13.266765,7.9664736
530,11.783188,10.767332
531,11.305253,9.543542
532,14.0545635,4.842714
533,7.745788,7.3201046
534,7.0071187,7.025343
535,9.488668,11.0036125
536,9.461674,11.363809
537,11.129911,10.168868
538,7.4454255,10.524826
539,5.0067177,11.585183
540,13.776157,5.372804
541,4.242988,13.103659
542,10.283925,11.216335
543,7.62301,9.940859
544,3.61735,12.33546
545,13.862303,7.150236
546,13.145655,5.9417744
547,1.5918657,13.698929
548,7.06795,6.7814546
549,13.3915825,5.4732566
550,2.511874,12.745446
551,10.618263,7.9115787
552,13.620139,8.977326
553,7.0865784,11.158034
